crt.sh ID,Logged At,Not Before,Not After,Common Name,Matching Identities,Issuer Name
6258190211,2022-02-28,2022-02-28,2022-05-29,"*.tartan.ue1.plaid.com","*.tartan.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6258187244,2022-02-28,2022-02-28,2022-05-29,"*.sandbox.ue1.plaid.com","*.sandbox.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6258191356,2022-02-28,2022-02-28,2022-05-29,"*.sandbox.ue1.plaid.com","*.sandbox.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6258294492,2022-02-28,2022-02-28,2022-05-29,"*.util.ue1.plaid.com","*.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6258286537,2022-02-28,2022-02-28,2022-05-29,"*.util.ue1.plaid.com","*.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6278227611,2022-03-04,2022-03-03,2022-06-01,"support.plaid.com","support-my.plaid.com
support.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6278530741,2022-03-04,2022-03-03,2022-06-01,"support.plaid.com","support-my.plaid.com
support.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6291386871,2022-03-06,2022-03-06,2022-06-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6291386785,2022-03-06,2022-03-06,2022-06-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6291384523,2022-03-06,2022-03-06,2022-06-04,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6291389443,2022-03-06,2022-03-06,2022-06-04,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6300833669,2022-03-08,2022-03-08,2023-04-08,"secure.plaid.com","cdn.plaid.com
secure.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
6301875994,2022-03-08,2022-03-08,2023-03-09,"firsttechfed-production-api-20220307.plaid.com","firsttechfed-production-api-20220307.plaid.com
www.firsttechfed-production-api-20220307.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6308525946,2022-03-09,2022-03-09,2022-06-07,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6308525959,2022-03-09,2022-03-09,2022-06-07,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6308520596,2022-03-09,2022-03-09,2022-06-07,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6308526225,2022-03-09,2022-03-09,2022-06-07,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6308535010,2022-03-09,2022-03-09,2022-06-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6308534388,2022-03-09,2022-03-09,2022-06-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6310653168,2022-03-09,2022-03-09,2023-03-09,"citi-e2e-test.plaid.com","citi-e2e-test.plaid.com
www.citi-e2e-test.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6310661155,2022-03-09,2022-03-09,2023-03-09,"citi-e2e-prod.plaid.com","citi-e2e-prod.plaid.com
www.citi-e2e-prod.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6321733146,2022-03-11,2022-03-11,2022-06-09,"metrics.plaid.com","metrics.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6321739002,2022-03-11,2022-03-11,2022-06-09,"metrics.plaid.com","metrics.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6321741773,2022-03-11,2022-03-11,2022-06-09,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6321741469,2022-03-11,2022-03-11,2022-06-09,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6321736835,2022-03-11,2022-03-11,2022-06-09,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6321741845,2022-03-11,2022-03-11,2022-06-09,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6322647293,2022-03-11,2022-03-11,2022-06-09,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6322646973,2022-03-11,2022-03-11,2022-06-09,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6323828189,2022-03-11,2022-03-11,2023-03-14,"plaidbofa-testing-202004.plaid.com","plaidbofa-testing-202004.plaid.com
www.plaidbofa-testing-202004.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6323840346,2022-03-11,2022-03-11,2023-03-14,"plaidbofa-production-202204.plaid.com","plaidbofa-production-202204.plaid.com
www.plaidbofa-production-202204.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6369670295,2022-03-19,2022-03-19,2022-06-17,"sales.plaid.com","sales.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6371919697,2022-03-19,2022-03-19,2022-06-17,"sales.plaid.com","sales.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6382693958,2022-03-21,2022-03-21,2023-04-19,"atlan.plaid.com","atlan.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
6389618863,2022-03-22,2022-03-22,2023-04-20,"releases.atlan.plaid.com","releases.atlan.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
6398507168,2022-03-23,2022-03-23,2022-06-21,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6398510287,2022-03-23,2022-03-23,2022-06-21,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6406622018,2022-03-24,2022-03-24,2022-06-22,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6406621846,2022-03-24,2022-03-24,2022-06-22,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6418281686,2022-03-26,2022-03-26,2022-06-24,"grafana.plaid.com","grafana.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6418289086,2022-03-26,2022-03-26,2022-06-24,"grafana.plaid.com","grafana.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6420461843,2022-03-27,2022-03-27,2023-04-25,"plaidip.plaid.com","plaidip.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
6474208569,2022-04-04,2022-03-22,2023-04-20,"releases.atlan.plaid.com","releases.atlan.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
6477997331,2022-04-04,2022-04-04,2023-04-04,"plaidbofa-production-202004.plaid.com","plaidbofa-production-202004.plaid.com
www.plaidbofa-production-202004.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
6477997383,2022-04-04,2022-04-04,2023-04-04,"plaidbofa-testing-202004.plaid.com","plaidbofa-testing-202004.plaid.com
www.plaidbofa-testing-202004.plaid.com","C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert SHA2 Extended Validation Server CA"
6478319294,2022-04-04,2022-04-04,2022-07-03,"api.dashboard.plaid.com","api.dashboard.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478319092,2022-04-04,2022-04-04,2022-07-03,"api.dashboard.plaid.com","api.dashboard.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478325579,2022-04-04,2022-04-04,2022-07-03,"api.my-testing.plaid.com","api.my-testing.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478333782,2022-04-04,2022-04-04,2022-07-03,"api.my-testing.plaid.com","api.my-testing.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478356647,2022-04-04,2022-04-04,2022-07-03,"api.my-development.plaid.com","api.my-development.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478356763,2022-04-04,2022-04-04,2022-07-03,"api.my-development.plaid.com","api.my-development.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478366096,2022-04-04,2022-04-04,2022-07-03,"api.my-commits.plaid.com","api.my-commits.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478373970,2022-04-04,2022-04-04,2022-07-03,"api.my-commits.plaid.com","api.my-commits.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478373841,2022-04-04,2022-04-04,2022-07-03,"api.my-sandbox.plaid.com","api.my-sandbox.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478373576,2022-04-04,2022-04-04,2022-07-03,"api.my-sandbox.plaid.com","api.my-sandbox.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478404268,2022-04-04,2022-04-04,2022-07-03,"api.my.plaid.com","api.my.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6478403336,2022-04-04,2022-04-04,2022-07-03,"api.my.plaid.com","api.my.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6481045412,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6481044706,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6481120973,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6481126601,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6481434564,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6481434470,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6482045480,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6482051452,2022-04-05,2022-04-05,2022-07-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6522182277,2022-04-11,2022-04-11,2022-07-10,"ice.status.symantec.com","status.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6522188733,2022-04-11,2022-04-11,2022-07-10,"ice.status.symantec.com","status.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6530173463,2022-04-12,2022-03-27,2023-04-25,"plaidip.plaid.com","plaidip.plaid.com","C=US, O=Amazon, OU=Server CA 1B, CN=Amazon"
6551459385,2022-04-16,2022-04-15,2022-07-14,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6551458029,2022-04-16,2022-04-15,2022-07-14,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6551452630,2022-04-16,2022-04-15,2022-07-14,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6551466661,2022-04-16,2022-04-15,2022-07-14,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6572716328,2022-04-19,2022-04-19,2022-07-18,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6572722159,2022-04-19,2022-04-19,2022-07-18,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6572731287,2022-04-19,2022-04-19,2022-07-18,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6572738399,2022-04-19,2022-04-19,2022-07-18,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6576938319,2022-04-20,2022-04-20,2023-03-09,"firsttechfed-production-api-20220419.plaid.com","firsttechfed-production-api-20220419.plaid.com
www.firsttechfed-production-api-20220419.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6582022520,2022-04-20,2022-04-20,2022-07-19,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6582028557,2022-04-20,2022-04-20,2022-07-19,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6582023014,2022-04-20,2022-04-20,2022-07-19,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6582029820,2022-04-20,2022-04-20,2022-07-19,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586569435,2022-04-21,2022-04-21,2022-07-20,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586574862,2022-04-21,2022-04-21,2022-07-20,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586574876,2022-04-21,2022-04-21,2022-07-20,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586575296,2022-04-21,2022-04-21,2022-07-20,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586947616,2022-04-21,2022-04-21,2022-07-20,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586996243,2022-04-21,2022-04-21,2022-07-20,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586999462,2022-04-21,2022-04-21,2022-07-20,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6586998352,2022-04-21,2022-04-21,2022-07-20,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6592657083,2022-04-22,2022-04-22,2022-07-21,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6592661993,2022-04-22,2022-04-22,2022-07-21,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6592664030,2022-04-22,2022-04-22,2022-07-21,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6592663830,2022-04-22,2022-04-22,2022-07-21,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6597250635,2022-04-23,2022-04-23,2022-07-22,"ice.status.symantec.com","status.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6597250215,2022-04-23,2022-04-23,2022-07-22,"ice.status.symantec.com","status.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6598053709,2022-04-23,2022-04-23,2022-07-22,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6598053577,2022-04-23,2022-04-23,2022-07-22,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6616266671,2022-04-26,2022-04-26,2022-07-25,"fin.plaid.com","fin.plaid.com","C=AT, O=ZeroSSL, CN=ZeroSSL RSA Domain Secure Site CA"
6616265820,2022-04-26,2022-04-26,2022-07-25,"fin.plaid.com","fin.plaid.com","C=AT, O=ZeroSSL, CN=ZeroSSL RSA Domain Secure Site CA"
6623264351,2022-04-27,2022-04-27,2022-07-26,"pa-vpn2-ext.util.ue1.plaid.com","pa-vpn2-ext.util.ue1.plaid.com
pa-vpn2.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6623264768,2022-04-27,2022-04-27,2022-07-26,"pa-vpn2-ext.util.ue1.plaid.com","pa-vpn2-ext.util.ue1.plaid.com
pa-vpn2.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6623284740,2022-04-27,2022-04-27,2022-07-26,"pa-vpn1-ext.util.ue1.plaid.com","pa-vpn1-ext.util.ue1.plaid.com
pa-vpn1.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6623284404,2022-04-27,2022-04-27,2022-07-26,"pa-vpn1-ext.util.ue1.plaid.com","pa-vpn1-ext.util.ue1.plaid.com
pa-vpn1.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6623770085,2022-04-27,2022-04-27,2022-07-26,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6623767652,2022-04-27,2022-04-27,2022-07-26,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6623761043,2022-04-27,2022-04-27,2022-07-26,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6623767287,2022-04-27,2022-04-27,2022-07-26,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6630916981,2022-04-28,2022-04-28,2022-07-27,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6634413199,2022-04-28,2022-04-28,2022-07-27,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6628947013,2022-04-28,2022-04-28,2022-07-27,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6634418797,2022-04-28,2022-04-28,2022-07-27,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6630149909,2022-04-29,2022-04-29,2022-07-28,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6637009049,2022-04-29,2022-04-29,2022-07-28,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6630691853,2022-04-29,2022-04-29,2022-07-28,"*.tartan.ue1.plaid.com","*.tartan.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6630691715,2022-04-29,2022-04-29,2022-07-28,"*.sandbox.ue1.plaid.com","*.sandbox.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6638228934,2022-04-29,2022-04-29,2022-07-28,"*.sandbox.ue1.plaid.com","*.sandbox.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6638230362,2022-04-29,2022-04-29,2022-07-28,"*.tartan.ue1.plaid.com","*.tartan.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6633547408,2022-04-29,2022-04-29,2022-07-28,"*.util.ue1.plaid.com","*.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6638291632,2022-04-29,2022-04-29,2022-07-28,"*.util.ue1.plaid.com","*.util.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6633904730,2022-04-29,2022-04-29,2022-07-28,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6638898321,2022-04-29,2022-04-29,2022-07-28,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6628334689,2022-04-29,2022-04-29,2023-05-02,"chase-prod-api-20220429.plaid.com","chase-prod-api-20220429.plaid.com
www.chase-prod-api-20220429.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6628337081,2022-04-29,2022-04-29,2023-05-02,"chase-qa-api-20220429.plaid.com","chase-qa-api-20220429.plaid.com
www.chase-qa-api-20220429.plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6633988902,2022-04-29,2022-04-29,2022-07-28,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6639055752,2022-04-29,2022-04-29,2022-07-28,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6633991758,2022-04-29,2022-04-29,2022-07-28,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6639058093,2022-04-29,2022-04-29,2022-07-28,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6629973262,2022-04-29,2022-04-29,2022-07-28,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6639898875,2022-04-29,2022-04-29,2022-07-28,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6631468685,2022-04-29,2022-04-29,2022-07-28,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6639899244,2022-04-29,2022-04-29,2022-07-28,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6652390045,2022-05-03,2022-05-02,2022-07-31,"support.plaid.com","support-my.plaid.com
support.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6656165136,2022-05-03,2022-05-02,2022-07-31,"support.plaid.com","support-my.plaid.com
support.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6656169994,2022-05-03,2022-05-03,2023-05-03,"cdn.plaid.com","cdn.plaid.com","C=NL, O=QuoVadis Trustlink B.V., CN=QuoVadis Qualified Web ICA G2"
6662235050,2022-05-04,2022-05-04,2022-08-02,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6663938036,2022-05-04,2022-05-04,2022-08-02,"ac.awesomedrives.com","status-beta.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6663148201,2022-05-04,2022-05-04,2022-08-02,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6664669059,2022-05-04,2022-05-04,2022-08-02,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6663348821,2022-05-04,2022-05-04,2022-08-02,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6664670896,2022-05-04,2022-05-04,2022-08-02,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6669408673,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670307836,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6669596566,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670311219,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6669597955,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670576100,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6669556360,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670576637,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6669816392,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670796103,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670008329,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670799208,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670464871,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6671304988,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670531628,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6671305939,2022-05-05,2022-05-05,2022-08-03,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670988647,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6671687215,2022-05-05,2022-05-05,2022-08-03,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6670988581,2022-05-05,2022-05-05,2022-08-03,"*.tartan.ue1.plaid.com","*.tartan.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6671687314,2022-05-05,2022-05-05,2022-08-03,"*.tartan.ue1.plaid.com","*.tartan.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6677703437,2022-05-06,2022-05-06,2022-08-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6677700938,2022-05-06,2022-05-06,2022-08-04,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6677760448,2022-05-06,2022-05-06,2022-08-04,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6677704309,2022-05-06,2022-05-06,2022-08-04,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6686284563,2022-05-08,2022-05-08,2022-08-06,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6686284523,2022-05-08,2022-05-08,2022-08-06,"*.prod.ue1.plaid.com","*.prod.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6686289860,2022-05-08,2022-05-08,2022-08-06,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6686289204,2022-05-08,2022-05-08,2022-08-06,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6690667875,2022-05-09,2022-05-09,2023-06-09,"*.cognitohq.com","*.plaid.com
plaid.com","C=US, O=DigiCert Inc, CN=DigiCert TLS RSA SHA256 2020 CA1"
6694611123,2022-05-09,2022-05-09,2022-08-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694629032,2022-05-09,2022-05-09,2022-08-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694662034,2022-05-09,2022-05-09,2022-08-07,"*.tartan.ue1.plaid.com","*.tartan.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694623072,2022-05-09,2022-05-09,2022-08-07,"*.tartan.ue1.plaid.com","*.tartan.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694696278,2022-05-09,2022-05-09,2022-08-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694701983,2022-05-09,2022-05-09,2022-08-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694703514,2022-05-09,2022-05-09,2022-08-07,"*.sandbox.ue1.plaid.com","*.sandbox.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694703915,2022-05-09,2022-05-09,2022-08-07,"*.sandbox.ue1.plaid.com","*.sandbox.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694903715,2022-05-09,2022-05-09,2022-08-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694909187,2022-05-09,2022-05-09,2022-08-07,"*.plaid.com","*.plaid.com","C=US, O=Let's Encrypt, CN=R3"
6694903876,2022-05-09,2022-05-09,2022-08-07,"*.testing.ue1.plaid.com","*.testing.ue1.plaid.com","C=US, O=Let's Encrypt, CN=R3"
